Date,Category,Product,Customer,Region,Sales_Rep,Quantity,Unit_Price,Total_Amount,Returned
2024-01-20,Footwear,Loafers,Christopher Smith,West,Maria Parker,1,20.23,20.23,0
2023-09-19,Footwear,Loafers,Mike Allen,East,Megan Le,1,126.31,126.31,0
2024-02-21,Accessories,Belt,Madison Poole,North,Heather Fields,1,130.5,130.5,0
2023-06-07,Footwear,Boots,Jennifer Adkins,West,Tanner Mitchell DDS,2,171.32,342.64,0
2023-10-24,Clothing,Sweater,Julie Alexander,West,Kevin Oconnor,3,75.6,226.8,0
2023-10-01,Footwear,Sneakers,Lauren Daniels,West,Tanner Mitchell DDS,1,151.12,151.12,0
2024-01-28,Clothing,Dress,Katherine Salas,South,Carlos Ryan,1,32.55,32.55,0
2023-11-02,Clothing,Jacket,Jamie Arnold,West,Dawn Summers,2,161.48,322.96,0
2023-10-27,Clothing,Jacket,Courtney Gonzalez,North,Megan Le,4,64.96,259.84,0
2023-03-09,Accessories,Watch,Brenda Hall,East,Edward Burgess,3,91.05,273.15,0
2023-01-03,Clothing,Jeans,Sandra Aguilar,West,Maria Parker,4,156.92,627.68,1
2023-08-25,Accessories,Watch,Victoria Larson,West,Kevin Oconnor,2,165.81,331.62,1
2024-01-06,Accessories,Sunglasses,Jordan Henderson,North,Kevin Oconnor,1,75.63,75.63,0
2024-03-18,Accessories,Belt,Justin Baker,North,Carlos Ryan,2,159.9,319.8,0
2023-04-15,Clothing,Sweater,Veronica Simpson,North,Megan Le,2,66.95,133.9,0
2023-05-30,Footwear,Boots,Helen Jones,West,Sara Fuller,1,195.05,195.05,0
2023-11-27,Accessories,Bag,Zachary Hicks,East,Dawn Summers,3,53.02,159.06,0
2023-06-12,Clothing,Dress,Kimberly Gutierrez,West,Edward Burgess,3,137.35,412.05,0
2023-01-07,Footwear,Boots,Dr. William Warren,South,Sara Fuller,2,130.01,260.02,0
2024-03-10,Accessories,Sunglasses,Rebecca Valencia,North,Tanner Mitchell DDS,2,31.58,63.16,0
2023-02-04,Clothing,Jeans,Michele Williams,East,Tanner Mitchell DDS,3,53.65,160.95,0
2023-09-15,Footwear,Boots,Adam Vaughan,South,Maria Parker,1,29.49,29.49,0
2023-04-15,Clothing,Dress,Susan Serrano,West,Dawn Summers,1,121.6,121.6,0
2023-01-12,Accessories,Bag,Wayne Morgan,West,Dawn Summers,2,43.28,86.56,0
2023-09-13,Accessories,Watch,Marc Moore,North,Edward Burgess,1,39.69,39.69,1
2024-03-12,Footwear,Sandals,Victoria Larson,South,Edward Burgess,4,34.59,138.36,0
2023-01-13,Accessories,Belt,Julie Alexander,North,Maria Parker,1,90.43,90.43,1
2023-02-28,Clothing,Jeans,Daniel Kennedy,East,Dawn Summers,3,137.94,413.82,0
2024-01-26,Clothing,Sweater,Richard Rodriguez,North,Kevin Oconnor,1,71.57,71.57,0
2024-02-27,Accessories,Watch,Brittany Farmer,East,Heather Fields,3,84.42,253.26,0
2023-05-30,Footwear,Sneakers,Brandon Bailey MD,North,Kevin Oconnor,2,86.58,173.16,1
2023-10-04,Clothing,Jeans,Cynthia Rowe,North,Kiara Mcintyre,2,53.92,107.84,0
2023-05-27,Footwear,Sneakers,James Ferrell,North,Maria Parker,1,81.61,81.61,0
2023-05-20,Clothing,T-shirt,Lawrence Adkins,West,Edward Burgess,4,115.15,460.6,0
2023-09-18,Footwear,Sneakers,Sharon Cochran,South,Kevin Oconnor,2,24.28,48.56,0
2023-09-25,Accessories,Watch,Cheyenne Horton,South,Kiara Mcintyre,4,197.72,790.88,0
2023-09-02,Footwear,Loafers,Jeffrey Johnson,North,Kevin Oconnor,1,90.68,90.68,0
2023-04-11,Clothing,Sweater,Abigail Shaffer,West,Heather Fields,3,102.11,306.33,0
2023-09-22,Footwear,Loafers,Amber Wright,North,Carlos Ryan,4,170.86,683.44,0
2023-09-07,Footwear,Sandals,Lisa Jackson,North,Heather Fields,1,88.55,88.55,0
2023-03-21,Footwear,Sneakers,Cathy Robinson,South,Dawn Summers,3,185.53,556.59,0
2023-09-05,Accessories,Watch,Theresa Clark,North,Heather Fields,3,106.95,320.85,0
2023-07-07,Accessories,Sunglasses,Mark Brown,West,Kiara Mcintyre,3,45.9,137.7,0
2023-02-27,Clothing,Sweater,Jeremy Reed,West,Carlos Ryan,2,121.87,243.74,0
2023-08-13,Footwear,Boots,Cameron Parker,West,Megan Le,2,183.51,367.02,0
2023-02-03,Footwear,Sneakers,Michael Powell,East,Tanner Mitchell DDS,1,65.64,65.64,0
2023-10-02,Clothing,Jacket,Deborah Figueroa,East,Maria Parker,4,105.49,421.96,0
2023-11-26,Accessories,Watch,Lawrence Adkins,East,Edward Burgess,1,154.91,154.91,0
2023-08-14,Accessories,Bag,Nathan Malone,South,Kevin Oconnor,3,173.74,521.22,1
2023-07-06,Clothing,Jeans,Laura Haney,South,Dawn Summers,3,76.85,230.55,0
2023-05-25,Clothing,Dress,Erin Warner,North,Megan Le,3,60.31,180.93,0
2023-08-28,Accessories,Sunglasses,Darlene Miller,North,Kiara Mcintyre,3,196.81,590.43,0
2023-02-04,Accessories,Belt,Wayne Morgan,West,Maria Parker,1,34.27,34.27,0
2023-08-08,Accessories,Sunglasses,Sharon Cherry,South,Tanner Mitchell DDS,2,29.3,58.6,0
2023-01-04,Clothing,Sweater,Nicole Herring,South,Sara Fuller,2,42.1,84.2,0
2024-02-27,Footwear,Boots,Donna Landry,West,Edward Burgess,1,102.2,102.2,0
2023-10-31,Accessories,Bag,Elizabeth Kelley,North,Kevin Oconnor,3,98.47,295.41,0
2023-11-23,Footwear,Sneakers,Zachary Ferrell,South,Kevin Oconnor,4,114.56,458.24,0
2024-03-23,Accessories,Belt,Devon Flores,North,Edward Burgess,4,53.62,214.48,0
2023-05-03,Clothing,Sweater,Yvonne Chambers,North,Sara Fuller,1,50.3,50.3,0
2023-10-02,Accessories,Sunglasses,Jessica Callahan,West,Tanner Mitchell DDS,4,124.98,499.92,0
2024-01-27,Clothing,Sweater,Daniel Baker,West,Carlos Ryan,1,73.41,73.41,1
2023-08-29,Footwear,Sneakers,Gerald Hensley,East,Kiara Mcintyre,2,187.83,375.66,0
2023-03-13,Footwear,Boots,Krista Gibson,West,Kiara Mcintyre,4,186.18,744.72,0
2023-04-12,Clothing,Sweater,James Ferrell,West,Tanner Mitchell DDS,3,107.04,321.12,0
2023-02-12,Clothing,T-shirt,Matthew Foster,East,Megan Le,3,49.79,149.37,1
2023-03-14,Clothing,Jacket,Kathy Rivas,South,Carlos Ryan,1,133.61,133.61,0
2024-03-30,Accessories,Watch,Lawrence Adkins,West,Carlos Ryan,1,111.66,111.66,0
2023-08-29,Clothing,Sweater,Justin Torres,West,Heather Fields,4,71.31,285.24,0
2023-02-25,Footwear,Sandals,Elizabeth Oliver DDS,West,Kevin Oconnor,4,111.37,445.48,0
2023-07-26,Footwear,Loafers,Pamela Boyd,West,Tanner Mitchell DDS,4,130.22,520.88,0
2023-09-26,Clothing,Jeans,Stephanie Salazar,North,Maria Parker,3,28.95,86.85,0
2023-01-09,Accessories,Belt,Megan Young,East,Megan Le,4,23.02,92.08,0
2023-03-12,Accessories,Sunglasses,Jonathan Peterson,West,Sara Fuller,3,126.02,378.06,0
2023-11-16,Clothing,Jeans,Amber Kidd,North,Heather Fields,2,41.85,83.7,0
2024-01-25,Footwear,Boots,Abigail Shaffer,North,Carlos Ryan,3,144.36,433.08,0
2023-07-05,Accessories,Belt,Shannon Rivera,West,Sara Fuller,4,178.1,712.4,0
2023-01-26,Clothing,Jacket,Tanya Kim,North,Dawn Summers,1,137.61,137.61,0
2023-02-12,Footwear,Sneakers,Eric Carney,North,Tanner Mitchell DDS,3,51.04,153.12,0
2023-07-23,Accessories,Bag,Julie Alexander,North,Tanner Mitchell DDS,4,89.39,357.56,0
2023-09-16,Clothing,Jeans,David Martinez,South,Kevin Oconnor,4,123.6,494.4,0
2023-12-09,Footwear,Loafers,Joshua Cooke,West,Dawn Summers,2,25.46,50.92,0
2024-03-18,Accessories,Bag,Julia Torres,East,Kevin Oconnor,3,86.8,260.4,0
2023-09-17,Accessories,Bag,Ashley Barton,North,Carlos Ryan,4,99.26,397.04,0
2023-11-04,Clothing,T-shirt,Joyce Solis,West,Dawn Summers,2,143.37,286.74,0
2023-08-30,Accessories,Watch,Megan Orr,South,Edward Burgess,3,28.18,84.54,0
2023-12-30,Accessories,Sunglasses,Adam Vaughan,South,Maria Parker,4,69.22,276.88,0
2024-02-20,Clothing,T-shirt,Sharon Cherry,West,Heather Fields,3,128.88,386.64,1
2023-12-21,Clothing,Dress,Rodney Morales,South,Kevin Oconnor,2,178.87,357.74,0
2024-02-03,Accessories,Bag,Melissa Gates,East,Edward Burgess,4,42.76,171.04,0
2023-05-16,Accessories,Bag,Kristen Davis,East,Megan Le,4,165.83,663.32,0
2023-01-02,Clothing,T-shirt,Brittney Phillips,West,Tanner Mitchell DDS,2,69.64,139.28,0
2023-12-07,Clothing,T-shirt,Michelle Brown,North,Edward Burgess,3,12.35,37.05,0
2023-06-13,Clothing,Sweater,Lisa Hensley,East,Kiara Mcintyre,2,11.58,23.16,1
2023-05-24,Clothing,Jeans,Barbara Dudley,West,Heather Fields,1,193.56,193.56,0
2023-11-30,Clothing,T-shirt,Cameron Parker,East,Sara Fuller,2,121.6,243.2,0
2023-08-04,Accessories,Bag,Allen Rosales,South,Dawn Summers,4,61.79,247.16,0
2024-02-20,Clothing,T-shirt,Anthony Rodriguez,North,Tanner Mitchell DDS,3,183.29,549.87,0
2023-10-29,Clothing,Sweater,Larry Dixon,West,Heather Fields,3,29.68,89.04,0
2023-09-24,Clothing,T-shirt,Melissa Gates,North,Kiara Mcintyre,2,191.75,383.5,0
2023-03-30,Accessories,Bag,Darlene Miller,North,Maria Parker,4,167.86,671.44,0
2023-06-21,Accessories,Bag,Judy Baker,South,Dawn Summers,2,160.71,321.42,0
2023-01-26,Footwear,Boots,Michael Warner,West,Edward Burgess,1,76.5,76.5,0
2023-02-15,Clothing,Dress,Ricky Davis II,North,Megan Le,1,135.76,135.76,0
2023-09-20,Clothing,Jeans,Jordan Henderson,North,Edward Burgess,4,133.56,534.24,0
2023-06-28,Accessories,Belt,Michael Lyons,West,Maria Parker,1,22.2,22.2,0
2024-03-09,Clothing,Jacket,Julia Torres,North,Heather Fields,3,182.61,547.83,0
2023-01-19,Footwear,Boots,Erin Edwards,West,Tanner Mitchell DDS,1,72.17,72.17,0
2023-09-12,Clothing,Sweater,Lori Guerrero,East,Dawn Summers,4,84.78,339.12,0
2023-03-13,Clothing,Sweater,Amber Obrien,East,Heather Fields,2,37.61,75.22,0
2023-03-13,Accessories,Sunglasses,Jeffrey Chandler,West,Carlos Ryan,2,92.02,184.04,0
2024-01-11,Footwear,Sneakers,Mark Perez,West,Edward Burgess,4,19.54,78.16,0
2023-08-07,Footwear,Sneakers,Katie Suarez,West,Carlos Ryan,3,38.14,114.42,0
2023-07-23,Clothing,Sweater,Marie Christian,West,Sara Fuller,1,63.5,63.5,0
2023-05-01,Footwear,Sandals,Lisa Hensley,West,Heather Fields,1,171.4,171.4,1
2024-03-26,Accessories,Bag,Kathryn Snyder,South,Edward Burgess,4,64.11,256.44,1
2023-10-31,Clothing,Jeans,Mark Brown,West,Edward Burgess,3,175.02,525.06,0
2023-08-16,Accessories,Watch,Stephanie Byrd,West,Sara Fuller,2,110.19,220.38,1
2023-11-26,Footwear,Sneakers,Elizabeth Perkins,South,Kevin Oconnor,3,152.13,456.39,0
2023-04-06,Accessories,Watch,David Davis,South,Maria Parker,3,103.02,309.06,0
2024-02-18,Footwear,Sneakers,William Baker,East,Kevin Oconnor,1,13.0,13.0,0
2023-11-15,Footwear,Loafers,Sara Johnston,West,Megan Le,4,192.12,768.48,0
2023-06-15,Accessories,Sunglasses,John Bishop,North,Maria Parker,2,192.54,385.08,0
2023-10-09,Clothing,Sweater,Jessica Gross,North,Kiara Mcintyre,2,175.54,351.08,0
2023-06-12,Clothing,T-shirt,Kathy Rivas,West,Heather Fields,1,121.24,121.24,0
2023-02-25,Footwear,Sandals,Frank Cordova,South,Kiara Mcintyre,1,111.75,111.75,0
2023-10-20,Clothing,Jeans,Alexander Collins,East,Edward Burgess,1,111.25,111.25,0
2024-02-15,Clothing,Sweater,Jonathan Lawrence,North,Carlos Ryan,3,61.07,183.21,1
2023-11-28,Clothing,Jacket,Patrick Thornton,North,Edward Burgess,4,45.51,182.04,0
2023-01-29,Accessories,Belt,Ethan Adams,South,Tanner Mitchell DDS,3,194.5,583.5,1
2023-05-15,Footwear,Boots,Colin Terry,West,Carlos Ryan,4,117.41,469.64,0
2023-06-28,Accessories,Sunglasses,Judy Baker,North,Sara Fuller,2,194.69,389.38,0
2024-02-01,Clothing,Sweater,Sandra Aguilar,North,Tanner Mitchell DDS,3,10.25,30.75,0
2023-02-22,Accessories,Bag,Nicole Herring,North,Tanner Mitchell DDS,1,158.39,158.39,0
2023-11-26,Accessories,Sunglasses,Lisa Jackson,East,Carlos Ryan,1,143.18,143.18,1
2023-03-29,Accessories,Watch,David Martinez,East,Dawn Summers,4,98.53,394.12,0
2023-03-18,Clothing,Jeans,William Herrera,West,Sara Fuller,1,94.04,94.04,0
2023-11-06,Clothing,T-shirt,Carolyn Miller,West,Tanner Mitchell DDS,3,60.8,182.4,0
2023-03-28,Clothing,T-shirt,Kristen Davis,North,Sara Fuller,4,45.86,183.44,0
2023-03-11,Footwear,Boots,Spencer Haynes,South,Edward Burgess,1,116.83,116.83,0
2023-05-13,Accessories,Sunglasses,Jonathan Peterson,West,Sara Fuller,4,79.92,319.68,0
2024-02-10,Accessories,Belt,Lisa Hensley,West,Kevin Oconnor,4,44.48,177.92,0
2024-03-28,Accessories,Watch,David Douglas Jr.,West,Maria Parker,2,34.58,69.16,0
2023-12-06,Accessories,Belt,Dr. William Warren,East,Carlos Ryan,1,54.07,54.07,0
2023-01-26,Accessories,Sunglasses,Marie Christian,South,Carlos Ryan,2,119.57,239.14,0
2023-07-05,Accessories,Belt,Megan Orr,South,Kevin Oconnor,1,142.04,142.04,0
2023-05-11,Footwear,Sneakers,Christopher Rubio,West,Edward Burgess,2,160.3,320.6,0
2023-10-09,Accessories,Sunglasses,Tina Sanders,South,Kiara Mcintyre,4,165.2,660.8,0
2023-12-08,Accessories,Belt,Mrs. Kristen Reyes,East,Sara Fuller,4,78.08,312.32,0
2023-10-15,Accessories,Bag,Alexander Collins,West,Kiara Mcintyre,2,90.72,181.44,0
2023-11-19,Clothing,Dress,Barbara Dudley,West,Sara Fuller,3,186.05,558.15,0
2023-07-20,Footwear,Sandals,Michelle Harmon,North,Megan Le,3,157.78,473.34,0
2024-03-16,Accessories,Sunglasses,Kevin Walters,West,Kevin Oconnor,2,123.01,246.02,0
2023-01-03,Accessories,Belt,Helen Jones,West,Megan Le,3,114.75,344.25,0
2024-01-30,Accessories,Bag,Cameron Fisher,South,Maria Parker,1,50.31,50.31,0
2024-03-22,Accessories,Sunglasses,Joshua Cooke,North,Kiara Mcintyre,3,72.76,218.28,0
2023-07-02,Clothing,Jacket,Jeffrey Johnson,East,Tanner Mitchell DDS,4,86.18,344.72,0
2024-01-05,Clothing,Sweater,Aimee Montoya,East,Kiara Mcintyre,2,61.7,123.4,0
2023-07-25,Footwear,Boots,Cristian Santos,West,Tanner Mitchell DDS,2,83.72,167.44,0
2023-04-11,Footwear,Boots,Sandra Aguilar,North,Dawn Summers,2,22.31,44.62,0
2023-12-23,Footwear,Loafers,William Herrera,South,Carlos Ryan,4,118.37,473.48,0
2024-03-08,Accessories,Belt,David Alvarez,North,Kevin Oconnor,2,52.99,105.98,0
2023-05-04,Accessories,Watch,Tricia Valencia,South,Edward Burgess,3,108.08,324.24,0
2023-06-21,Accessories,Belt,Timothy Duncan,North,Kevin Oconnor,2,35.51,71.02,0
2023-12-13,Clothing,T-shirt,Devon Flores,North,Kevin Oconnor,2,66.83,133.66,0
2023-12-03,Clothing,Sweater,Joshua Blair,South,Maria Parker,2,155.44,310.88,0
2023-06-25,Clothing,T-shirt,Whitney Peters,East,Carlos Ryan,3,69.09,207.27,0
2024-01-31,Accessories,Bag,Garrett Lin,East,Carlos Ryan,1,134.43,134.43,0
2023-04-07,Clothing,T-shirt,Richard Aguirre,South,Megan Le,3,52.72,158.16,0
2023-12-03,Footwear,Sneakers,Cheyenne Horton,West,Megan Le,2,48.27,96.54,0
2023-07-03,Clothing,Dress,Jose Schultz,West,Megan Le,4,81.08,324.32,0
2024-03-06,Accessories,Sunglasses,Christina Walters,North,Kevin Oconnor,3,108.1,324.3,0
2023-12-21,Clothing,Sweater,Jonathan Peterson,South,Carlos Ryan,2,158.76,317.52,0
2023-09-28,Clothing,Sweater,Robert Oconnell,East,Kevin Oconnor,1,90.81,90.81,0
2023-06-25,Clothing,Jacket,Courtney Mills,North,Tanner Mitchell DDS,2,74.92,149.84,0
2023-10-27,Clothing,Jacket,Joshua Blair,West,Heather Fields,3,86.76,260.28,0
2023-12-07,Footwear,Sandals,Ashley Barton,South,Kevin Oconnor,2,167.41,334.82,1
2023-12-19,Footwear,Sneakers,Katherine Salas,West,Megan Le,1,127.06,127.06,0
2023-04-06,Accessories,Watch,Melissa Martinez,South,Carlos Ryan,4,191.38,765.52,0
2023-05-07,Footwear,Sandals,Spencer Haynes,South,Heather Fields,3,69.55,208.65,0
2024-03-09,Clothing,Jacket,Brandon Bailey MD,West,Kevin Oconnor,1,46.74,46.74,0
2024-01-04,Accessories,Bag,Mark Brown,North,Maria Parker,1,58.49,58.49,0
2023-03-30,Footwear,Sneakers,Diane Evans,North,Maria Parker,3,136.44,409.32,0
2023-09-19,Accessories,Sunglasses,Melissa Brewer,North,Megan Le,4,51.37,205.48,0
2023-10-29,Accessories,Watch,Mark Brown,South,Dawn Summers,1,161.87,161.87,0
2023-02-12,Accessories,Sunglasses,Michelle Harmon,South,Tanner Mitchell DDS,1,132.16,132.16,0
2023-11-13,Accessories,Belt,Cassandra Gaines,West,Edward Burgess,4,89.36,357.44,0
2023-01-31,Footwear,Sandals,Holly Wood,South,Kevin Oconnor,3,135.86,407.58,0
2024-02-25,Clothing,Dress,Benjamin Smith,North,Sara Fuller,2,130.65,261.3,0
2023-03-30,Clothing,Jacket,Ashley Waller,North,Kiara Mcintyre,1,177.45,177.45,0
2023-06-07,Accessories,Belt,John Pierce,South,Maria Parker,2,82.68,165.36,0
2023-01-30,Clothing,Jacket,Helen Jones,East,Edward Burgess,1,181.42,181.42,0
2023-07-07,Clothing,Jeans,Shelia Wallace,South,Megan Le,4,180.98,723.92,0
2023-02-24,Clothing,Jacket,Carol Tucker,East,Carlos Ryan,1,120.49,120.49,0
2024-01-28,Footwear,Loafers,Angelica Keith,South,Carlos Ryan,1,114.05,114.05,0
2023-11-07,Accessories,Watch,Timothy Duncan,East,Kevin Oconnor,4,33.13,132.52,0
2023-10-30,Clothing,Jacket,Mary Marshall,North,Sara Fuller,1,80.17,80.17,0
2023-09-24,Accessories,Bag,Devon Flores,West,Sara Fuller,4,83.69,334.76,0
2024-03-28,Accessories,Belt,Diana May,North,Heather Fields,1,26.24,26.24,0
2023-12-18,Accessories,Bag,Amber Obrien,West,Carlos Ryan,4,166.26,665.04,0
2023-03-02,Accessories,Watch,Michael Powell,West,Tanner Mitchell DDS,4,130.56,522.24,0
2023-03-17,Accessories,Watch,Yvonne Chambers,South,Dawn Summers,3,190.1,570.3,0
2023-07-19,Footwear,Sneakers,Susan Serrano,South,Sara Fuller,4,103.03,412.12,0
2023-09-18,Clothing,Dress,Brittney Phillips,North,Dawn Summers,3,90.89,272.67,0
2024-01-16,Clothing,Sweater,Isaiah Avila,South,Sara Fuller,1,62.28,62.28,0
2023-03-22,Clothing,Sweater,Tammie Bright,West,Sara Fuller,4,114.92,459.68,0
2023-10-18,Clothing,Jacket,Kirk Carter,West,Sara Fuller,4,98.87,395.48,0
2023-08-11,Footwear,Sneakers,Michele Williams,South,Kevin Oconnor,4,83.8,335.2,0
2023-10-17,Accessories,Sunglasses,Kimberly Gutierrez,West,Tanner Mitchell DDS,4,110.76,443.04,0
2023-11-26,Footwear,Sandals,Fred Smith,South,Kevin Oconnor,4,174.58,698.32,0
2023-01-29,Footwear,Sandals,Lindsey Walker,North,Tanner Mitchell DDS,3,43.09,129.27,0
2024-02-19,Clothing,T-shirt,Carol Tucker,South,Edward Burgess,2,62.95,125.9,1
2023-10-14,Footwear,Sneakers,Sharon Cochran,East,Maria Parker,1,109.18,109.18,0
2024-03-26,Clothing,Jeans,Jennifer Adkins,West,Kiara Mcintyre,1,39.58,39.58,0
2023-08-20,Footwear,Sneakers,Kenneth Scott,East,Tanner Mitchell DDS,4,132.15,528.6,0
2023-01-05,Accessories,Bag,Angel Perry,West,Edward Burgess,4,48.32,193.28,0
2023-12-14,Footwear,Sandals,Jeffrey Chavez,South,Kiara Mcintyre,2,17.6,35.2,0
2023-05-03,Footwear,Sneakers,Ethan Adams,South,Heather Fields,1,119.27,119.27,0
2024-03-01,Accessories,Bag,Michael Bradshaw,North,Megan Le,4,71.19,284.76,0
2023-01-25,Footwear,Sneakers,Helen Jones,East,Sara Fuller,4,112.21,448.84,0
2023-07-12,Clothing,T-shirt,Nathan Malone,South,Maria Parker,2,43.05,86.1,0
2023-03-18,Clothing,T-shirt,Larry Dixon,South,Kiara Mcintyre,4,88.26,353.04,0
2023-07-05,Clothing,Jeans,Holly Wood,South,Kiara Mcintyre,2,195.64,391.28,0
2023-12-17,Accessories,Watch,Adam Vaughan,North,Kiara Mcintyre,4,198.47,793.88,0
2024-01-06,Accessories,Sunglasses,Crystal Johnson,North,Edward Burgess,3,139.97,419.91,0
2023-05-02,Accessories,Watch,Donna Landry,West,Sara Fuller,1,141.75,141.75,1
2023-11-04,Clothing,Dress,Desiree Tyler,East,Dawn Summers,4,23.21,92.84,0
2023-11-28,Footwear,Loafers,Krista Gibson,North,Megan Le,1,96.46,96.46,0
2023-01-22,Clothing,Jacket,Tracy House,East,Heather Fields,3,170.54,511.62,1
2023-12-24,Accessories,Watch,Judy Baker,North,Carlos Ryan,3,112.45,337.35,0
2023-08-22,Clothing,Dress,Michelle Harmon,East,Maria Parker,3,146.58,439.74,0
2024-03-22,Clothing,Sweater,Michael Powell,South,Heather Fields,1,134.45,134.45,0
2023-04-21,Footwear,Sneakers,Jasmin Alvarado,North,Kevin Oconnor,4,30.42,121.68,0
2024-01-27,Clothing,Sweater,Fred Smith,East,Dawn Summers,1,71.04,71.04,0
2024-02-13,Accessories,Belt,Dr. Hannah Patterson,East,Maria Parker,1,124.56,124.56,0
2023-08-04,Accessories,Sunglasses,Brittney Phillips,West,Dawn Summers,1,19.82,19.82,0
2023-06-26,Footwear,Loafers,Brent Jordan,South,Dawn Summers,4,147.03,588.12,0
2023-08-21,Footwear,Loafers,Paula Moreno,West,Sara Fuller,4,151.64,606.56,0
2023-08-17,Accessories,Watch,Susan Murray MD,West,Kiara Mcintyre,1,34.33,34.33,0
2024-01-20,Clothing,Dress,Michelle Harmon,East,Dawn Summers,3,49.98,149.94,0
2023-07-25,Clothing,Jeans,David Martinez,West,Edward Burgess,4,170.75,683.0,0
2023-10-06,Clothing,T-shirt,Debra Morton,West,Kevin Oconnor,3,139.72,419.16,0
2023-04-17,Footwear,Sneakers,Sandra Aguilar,West,Kiara Mcintyre,3,53.25,159.75,1
2024-01-18,Footwear,Sneakers,Zachary Ferrell,South,Megan Le,4,164.66,658.64,0
2023-12-18,Accessories,Belt,John Bishop,East,Heather Fields,1,57.62,57.62,0
2023-06-02,Footwear,Loafers,Matthew Mcmillan,West,Carlos Ryan,4,187.82,751.28,0
2023-04-15,Accessories,Bag,Allison Hill,North,Maria Parker,1,30.65,30.65,0
2023-02-06,Footwear,Loafers,Eric Carney,South,Maria Parker,1,147.11,147.11,0
2023-11-17,Accessories,Watch,Karen Graham,East,Megan Le,2,151.13,302.26,0
2023-09-19,Clothing,T-shirt,Joseph Coleman,West,Kiara Mcintyre,3,96.83,290.49,0
2023-04-17,Footwear,Sandals,Donna Landry,East,Tanner Mitchell DDS,2,70.14,140.28,0
2023-07-18,Footwear,Loafers,Matthew Moore,West,Dawn Summers,3,114.58,343.74,0
2023-10-31,Accessories,Sunglasses,Jamie Arnold,West,Sara Fuller,1,157.91,157.91,0
2023-10-10,Accessories,Bag,Noah Rhodes,East,Tanner Mitchell DDS,4,145.26,581.04,0
2023-10-05,Clothing,Dress,William Herrera,South,Edward Burgess,1,126.47,126.47,0
2023-12-20,Clothing,Jacket,John Young,South,Megan Le,4,182.35,729.4,0
2024-02-04,Accessories,Watch,Daniel Baker,North,Carlos Ryan,3,149.53,448.59,0
2023-07-16,Footwear,Boots,Christopher Rubio,North,Heather Fields,1,118.24,118.24,0
2023-05-16,Clothing,Dress,Amy Silva,North,Dawn Summers,3,84.35,253.05,0
2023-02-11,Accessories,Sunglasses,Christopher Bass,South,Megan Le,3,42.8,128.4,0
2023-05-24,Footwear,Sneakers,Joshua Reed,North,Sara Fuller,4,118.32,473.28,0
2023-02-14,Accessories,Watch,Michael Bradshaw,West,Dawn Summers,1,185.4,185.4,0
2023-11-30,Clothing,Dress,Darlene Miller,East,Carlos Ryan,4,15.66,62.64,0
2024-03-02,Accessories,Sunglasses,Joyce Solis,West,Dawn Summers,1,45.45,45.45,0
2023-11-16,Accessories,Watch,Jennifer Adkins,South,Megan Le,2,108.11,216.22,0
2023-02-24,Footwear,Sneakers,Timothy Duncan,West,Maria Parker,3,43.37,130.11,0
2024-02-09,Footwear,Loafers,Angela Vaughn,North,Kiara Mcintyre,3,164.25,492.75,0
2023-10-11,Accessories,Watch,Cristian Santos,North,Edward Burgess,3,20.34,61.02,0
2023-09-10,Clothing,Jacket,Dr. William Warren,North,Sara Fuller,1,137.49,137.49,0
2023-07-28,Clothing,T-shirt,Shirley Suarez,West,Dawn Summers,1,50.54,50.54,0
2023-07-07,Footwear,Loafers,Brian Rodriguez,North,Edward Burgess,1,148.74,148.74,0
2023-08-03,Accessories,Belt,Christopher Smith,West,Sara Fuller,1,126.52,126.52,0
2023-10-15,Accessories,Watch,Philip Cannon,South,Dawn Summers,4,195.19,780.76,0
2023-09-27,Accessories,Watch,Melissa Brewer,South,Kiara Mcintyre,3,66.82,200.46,0
2023-12-24,Clothing,T-shirt,Sharon Cherry,West,Tanner Mitchell DDS,3,121.45,364.35,0
2023-02-09,Footwear,Loafers,Lawrence Adkins,South,Sara Fuller,2,81.47,162.94,0
2023-02-28,Footwear,Boots,Stephen Mckee,North,Edward Burgess,2,47.7,95.4,0
2024-02-15,Clothing,T-shirt,Andrew Avila,East,Dawn Summers,2,154.84,309.68,0
2023-05-18,Accessories,Watch,Tommy Walter,North,Maria Parker,2,32.93,65.86,0
2023-05-05,Footwear,Boots,Angela Vaughn,East,Maria Parker,3,57.57,172.71,0
